major_name,onetsoc_code,match_strength
Data Science and Machine Learning,51-4122.00,0.98
Data Science and Machine Learning,51-4191.00,0.90
Social Work,51-4192.00,0.93
Civil Engineering Technology,51-4192.00,0.80
Data Science and Machine Learning,51-4192.00,0.80
Data Science and Machine Learning,51-4193.00,0.98
Business Administration,51-4194.00,0.90
Management,51-4194.00,0.90
Communication Studies,51-4194.00,0.90
Social Work,51-4199.00,0.93
Social Work,51-5111.00,0.93
Art,51-5111.00,0.80
Communication Design,51-5111.00,0.80
Data Science and Machine Learning,51-5112.00,0.90
Social Work,51-5113.00,0.93
Data Science and Machine Learning,51-5113.00,0.80
Advanced Manufacturing Operations,51-6011.00,0.94
Advanced Manufacturing Sciences,51-6011.00,0.94
Industrial Design,51-6011.00,0.94
Advanced Manufacturing Sciences,51-6021.00,0.90
Data Science and Machine Learning,51-6021.00,0.90
Physics,51-6021.00,0.90
Business Administration,51-6031.00,0.94
Operations Management,51-6031.00,0.94
Accounting,51-6031.00,0.72
Social Work,51-6041.00,0.93
Data Science and Machine Learning,51-6042.00,0.98
Business Administration,51-6051.00,0.90
Management,51-6051.00,0.90
Communication Studies,51-6051.00,0.90
Industrial Design,51-6052.00,0.94
"Art History, Theory, and Criticism",51-6052.00,0.72
Art,51-6052.00,0.72
Data Science and Machine Learning,51-6061.00,0.98
Data Science and Machine Learning,51-6062.00,0.98
Data Science and Machine Learning,51-6063.00,0.98
Data Science and Machine Learning,51-6064.00,0.98
Data Science and Machine Learning,51-6091.00,0.98
Advanced Manufacturing Sciences,51-6091.00,0.72
Physics,51-6091.00,0.72
Business Administration,51-6092.00,0.90
Management,51-6092.00,0.90
Communication Studies,51-6092.00,0.90
Business Administration,51-6093.00,0.90
Management,51-6093.00,0.90
Communication Studies,51-6093.00,0.90
Social Work,51-6099.00,0.93
Data Science and Machine Learning,51-7011.00,0.90
Electrical Engineering,51-7011.00,0.90
Business Administration,51-7021.00,0.90
Management,51-7021.00,0.90
Communication Studies,51-7021.00,0.90
Industrial Design,51-7031.00,0.98
Business Administration,51-7032.00,0.90
Management,51-7032.00,0.90
Communication Studies,51-7032.00,0.90
Data Science and Machine Learning,51-7041.00,0.98
Computer Engineering,51-7041.00,0.80
Computer Information Systems,51-7041.00,0.80
Computer Science,51-7041.00,0.80
Computer Security,51-7041.00,0.80
Data Science and Machine Learning,51-7042.00,0.98
Computer Engineering,51-7042.00,0.80
Computer Information Systems,51-7042.00,0.80
Computer Science,51-7042.00,0.80
Computer Security,51-7042.00,0.80
Business Administration,51-7099.00,0.90
Management,51-7099.00,0.90
Communication Studies,51-7099.00,0.90
Fire and Emergency Response Administration,51-8011.00,0.94
Criminal Justice and Criminology,51-8011.00,0.72
History,51-8011.00,0.72
Electrical Engineering,51-8012.00,0.90
Electrical Engineering,51-8013.00,0.90
Mechanical Engineering Technology,51-8013.00,0.90
Business Administration,51-8013.03,0.90
Management,51-8013.03,0.90
Communication Studies,51-8013.03,0.90
Business Administration,51-8013.04,0.90
Management,51-8013.04,0.90
Communication Studies,51-8013.04,0.90
Mechanical Engineering Technology,51-8021.00,0.98
Advanced Manufacturing Operations,51-8021.00,0.83
Advanced Manufacturing Sciences,51-8021.00,0.83
Construction Project Management,51-8021.00,0.83
Industrial Design,51-8021.00,0.83
Environmental Engineering,51-8031.00,0.94
Applied Geology,51-8031.00,0.72
Biology,51-8031.00,0.72
Chemistry,51-8091.00,0.90
Data Science and Machine Learning,51-8091.00,0.90
Advanced Manufacturing Sciences,51-8092.00,0.90
Applied Geology,51-8093.00,0.90
Business Administration,51-8099.00,0.90
Management,51-8099.00,0.90
Communication Studies,51-8099.00,0.90
Advanced Manufacturing Sciences,51-8099.01,0.95
Video Production,51-8099.01,0.95
Advanced Manufacturing Operations,51-8099.01,0.75
Brewery Operations,51-8099.01,0.75
Film Studies and Production,51-8099.01,0.75
History,51-8099.01,0.75
Advanced Manufacturing Operations,51-9011.00,0.94
Advanced Manufacturing Sciences,51-9011.00,0.94
Industrial Design,51-9011.00,0.94
Data Science and Machine Learning,51-9012.00,0.98
Advanced Manufacturing Sciences,51-9012.00,0.72
Physics,51-9012.00,0.72
Data Science and Machine Learning,51-9021.00,0.98
Advanced Manufacturing Sciences,51-9021.00,0.72
Physics,51-9021.00,0.72
Social Work,51-9022.00,0.93
Electrical Engineering,51-9022.00,0.80
Data Science and Machine Learning,51-9023.00,0.98
Advanced Manufacturing Sciences,51-9023.00,0.72
Chemistry,51-9023.00,0.72
Electrical Engineering,51-9031.00,0.90
Data Science and Machine Learning,51-9032.00,0.98
Advanced Manufacturing Sciences,51-9032.00,0.72
Physics,51-9032.00,0.72
Data Science and Machine Learning,51-9041.00,0.98
Advanced Manufacturing Sciences,51-9051.00,0.90
Physics,51-9051.00,0.90
Advanced Manufacturing Sciences,51-9061.00,0.90
Physics,51-9061.00,0.90
Industrial Design,51-9071.00,0.94
"Art History, Theory, and Criticism",51-9071.00,0.72
Art,51-9071.00,0.72
Advanced Manufacturing Sciences,51-9071.06,0.98
Advanced Manufacturing Operations,51-9071.06,0.83
Industrial Design,51-9071.06,0.83
Biology,51-9081.00,0.94
Chemistry,51-9081.00,0.94
Health Care Professional Services,51-9081.00,0.94
Nutrition Science,51-9081.00,0.94
Health Care Professional Services,51-9082.00,0.94
Integrative Health Care,51-9082.00,0.94
Aging Services Leadership,51-9082.00,0.72
Biology,51-9083.00,0.94
Chemistry,51-9083.00,0.94
Nutrition Science,51-9083.00,0.94
Advanced Manufacturing Operations,51-9111.00,0.94
Advanced Manufacturing Sciences,51-9111.00,0.94
Industrial Design,51-9111.00,0.94
Social Work,51-9123.00,0.93
Data Science and Machine Learning,51-9124.00,0.98
Advanced Manufacturing Sciences,51-9124.00,0.72
Art,51-9124.00,0.72
Chemistry,51-9141.00,0.90
Special Education,51-9141.00,0.90
Film Studies and Production,51-9151.00,0.98
Media Production and Leadership,51-9151.00,0.98
Broadcast Journalism,51-9151.00,0.83
Technical Writing and Editing,51-9151.00,0.83
Video Production,51-9151.00,0.83
Computer Engineering,51-9161.00,0.98
Computer Information Systems,51-9161.00,0.98
Computer Science,51-9161.00,0.98
Computer Security,51-9161.00,0.98
Data Science and Machine Learning,51-9161.00,0.80
Computer Science,51-9162.00,0.98
Computer Engineering,51-9162.00,0.91
Computer Information Systems,51-9162.00,0.91
Computer Security,51-9162.00,0.91
Data Science and Machine Learning,51-9191.00,0.98
Advanced Manufacturing Sciences,51-9191.00,0.72
Physics,51-9191.00,0.72
Data Science and Machine Learning,51-9192.00,0.90
Chemistry,51-9193.00,0.90
Advanced Manufacturing Sciences,51-9194.00,0.90
Physics,51-9194.00,0.90
Advanced Manufacturing Sciences,51-9195.00,0.90
Physics,51-9195.00,0.90
Advanced Manufacturing Operations,51-9195.03,0.98
Advanced Manufacturing Sciences,51-9195.03,0.98
Mechanical Engineering Technology,51-9195.03,0.77
Business Administration,51-9195.04,0.90
Management,51-9195.04,0.90
Communication Studies,51-9195.04,0.90
Advanced Manufacturing Sciences,51-9195.05,0.98
Advanced Manufacturing Operations,51-9195.05,0.93
Mechanical Engineering Technology,51-9195.05,0.73
Data Science and Machine Learning,51-9196.00,0.98
Data Science and Machine Learning,51-9197.00,0.90
Video Production,51-9198.00,0.98
Film Studies and Production,51-9198.00,0.89
Media Production and Leadership,51-9198.00,0.89
Social Work,51-9198.00,0.89
Advanced Manufacturing Sciences,51-9198.00,0.82
Video Production,51-9199.00,0.98
Film Studies and Production,51-9199.00,0.89
Media Production and Leadership,51-9199.00,0.89
Aerospace Systems and Mission Design,53-1041.00,0.98
Aviation and Aerospace Science,53-1041.00,0.98
Fire and Emergency Response Administration,53-1041.00,0.83
Management,53-1042.00,0.90
Political Science,53-1042.01,0.90
Data Science and Machine Learning,53-1043.00,0.98
Management,53-1043.00,0.72
Management,53-1044.00,0.90
Social Work,53-1049.00,0.93
Management,53-1049.00,0.80
Aviation and Aerospace Science,53-2011.00,0.98
Aerospace Systems and Mission Design,53-2011.00,0.86
Aviation and Aerospace Management,53-2011.00,0.75
Aviation and Aerospace Science,53-2012.00,0.98
Aerospace Systems and Mission Design,53-2012.00,0.86
Aviation and Aerospace Management,53-2012.00,0.75
Aviation and Aerospace Management,53-2021.00,0.98
Aviation and Aerospace Science,53-2021.00,0.98
Aerospace Systems and Mission Design,53-2021.00,0.74
Aerospace Systems and Mission Design,53-2022.00,0.98
Aviation and Aerospace Science,53-2022.00,0.98
Business Administration,53-2022.00,0.96
Operations Management,53-2022.00,0.83
Aviation and Aerospace Management,53-2022.00,0.80
Aviation and Aerospace Science,53-2031.00,0.98
Aerospace Systems and Mission Design,53-2031.00,0.90
Aviation and Aerospace Management,53-2031.00,0.78
Fire and Emergency Response Administration,53-2031.00,0.78
Fire and Emergency Response Administration,53-3011.00,0.98
Health Care Professional Services,53-3011.00,0.93
Integrative Health Care,53-3011.00,0.93
Human Services,53-3011.00,0.78
Psychology Major,53-3011.00,0.78
Public Health,53-3011.00,0.78
Hospitality Leadership,53-3031.00,0.98
Marketing,53-3031.00,0.98
Professional Selling,53-3031.00,0.85
Business Administration,53-3031.00,0.81
Event and Meeting Management,53-3031.00,0.81
Hotel Management,53-3031.00,0.81
Business Administration,53-3032.00,0.90
Management,53-3032.00,0.90
Communication Studies,53-3032.00,0.90
Business Administration,53-3033.00,0.90
Management,53-3033.00,0.90
Communication Studies,53-3033.00,0.90
Art Education,53-3051.00,0.89
Communication Studies,53-3051.00,0.89
Early Childhood Education,53-3051.00,0.89
Elementary Education,53-3051.00,0.89
English,53-3051.00,0.89
Instructional Design and Technology,53-3051.00,0.89
Business Administration,53-3052.00,0.94
Operations Management,53-3052.00,0.94
Sport Management,53-3052.00,0.94
Health Care Professional Services,53-3053.00,0.94
Integrative Health Care,53-3053.00,0.94
Aging Services Leadership,53-3053.00,0.72
Accounting,53-3054.00,0.98
Finance,53-3054.00,0.75
Business Administration,53-3054.00,0.70
Business Administration,53-3099.00,0.90
Management,53-3099.00,0.90
Communication Studies,53-3099.00,0.90
Business Administration,53-4011.00,0.90
Management,53-4011.00,0.90
Communication Studies,53-4011.00,0.90
Construction Project Management,53-4013.00,0.98
Advanced Manufacturing Operations,53-4013.00,0.83
Advanced Manufacturing Sciences,53-4013.00,0.83
Civil Engineering Technology,53-4013.00,0.83
Industrial Design,53-4013.00,0.83
Fire and Emergency Response Administration,53-4022.00,0.93
Advanced Manufacturing Operations,53-4031.00,0.98
Advanced Manufacturing Sciences,53-4031.00,0.83
Business Administration,53-4031.00,0.83
Industrial Design,53-4031.00,0.83
Operations Management,53-4031.00,0.83
Business Administration,53-4041.00,0.90
Management,53-4041.00,0.90
Communication Studies,53-4041.00,0.90
Social Work,53-4099.00,0.93
Aviation and Aerospace Science,53-5011.00,0.94
Environmental Engineering,53-5011.00,0.94
Fire and Emergency Response Administration,53-5011.00,0.94
Political Science,53-5011.00,0.94
Public Health,53-5011.00,0.90
Business Administration,53-5021.00,0.94
Environmental Engineering,53-5021.00,0.94
Operations Management,53-5021.00,0.94
Business Administration,53-5022.00,0.90
Management,53-5022.00,0.90
Communication Studies,53-5022.00,0.90
Electrical Engineering,53-5031.00,0.98
Mechanical Engineering Technology,53-5031.00,0.83
Advanced Manufacturing Operations,53-5031.00,0.68
Business Administration,53-6011.00,0.94
Operations Management,53-6011.00,0.94
Accounting,53-6011.00,0.72
Business Administration,53-6021.00,0.90
Management,53-6021.00,0.90
Communication Studies,53-6021.00,0.90
Business Administration,53-6031.00,0.90
Management,53-6031.00,0.90
Communication Studies,53-6031.00,0.90
Aerospace Systems and Mission Design,53-6032.00,0.94
Aviation and Aerospace Science,53-6032.00,0.94
Environmental Engineering,53-6032.00,0.94
Advanced Manufacturing Operations,53-6041.00,0.89
Advanced Manufacturing Sciences,53-6041.00,0.89
Aerospace Systems and Mission Design,53-6041.00,0.89
Applied Geology,53-6041.00,0.89
Civil Engineering Technology,53-6041.00,0.89
Computer Engineering,53-6041.00,0.89
Business Administration,53-6051.00,0.90
Management,53-6051.00,0.90
Communication Studies,53-6051.00,0.90
Aviation and Aerospace Science,53-6051.01,0.98
Aviation and Aerospace Management,53-6051.01,0.91
Aerospace Systems and Mission Design,53-6051.01,0.71
Aviation and Aerospace Science,53-6051.07,0.98
Aviation and Aerospace Management,53-6051.07,0.91
Aerospace Systems and Mission Design,53-6051.07,0.65
Brewery Operations,53-6061.00,0.94
Business Administration,53-6061.00,0.72
Event and Meeting Management,53-6061.00,0.72
Social Work,53-6099.00,0.93
Advanced Manufacturing Sciences,53-7011.00,0.90
Physics,53-7011.00,0.90
Mechanical Engineering Technology,53-7021.00,0.98
Advanced Manufacturing Sciences,53-7021.00,0.83
Physics,53-7021.00,0.83
Advanced Manufacturing Sciences,53-7031.00,0.90
Physics,53-7031.00,0.90
Electrical Engineering,53-7041.00,0.90
Industrial Design,53-7051.00,0.98
Advanced Manufacturing Operations,53-7051.00,0.93
Advanced Manufacturing Sciences,53-7051.00,0.93
Construction Project Management,53-7051.00,0.93
Civil Engineering Technology,53-7051.00,0.80
Physics,53-7051.00,0.80
Environmental Engineering,53-7061.00,0.94
Applied Geology,53-7061.00,0.72
Biology,53-7061.00,0.72
Advanced Manufacturing Sciences,53-7062.00,0.90
Physics,53-7062.00,0.90
Social Work,53-7062.04,0.93
Advanced Manufacturing Sciences,53-7062.04,0.80
Physics,53-7062.04,0.80
Data Science and Machine Learning,53-7063.00,0.98
Advanced Manufacturing Sciences,53-7063.00,0.72
Physics,53-7063.00,0.72
Advanced Manufacturing Sciences,53-7064.00,0.90
Physics,53-7064.00,0.90
Marketing,53-7065.00,0.94
Professional Selling,53-7065.00,0.94
Accounting,53-7065.00,0.72
Business Administration,53-7071.00,0.90
Management,53-7071.00,0.90
Communication Studies,53-7071.00,0.90
Advanced Manufacturing Sciences,53-7072.00,0.90
Electrical Engineering,53-7072.00,0.90
Physics,53-7072.00,0.90
Electrical Engineering,53-7073.00,0.90
Advanced Manufacturing Sciences,53-7081.00,0.90
Physics,53-7081.00,0.90
Chemistry,53-7121.00,0.90
Social Work,53-7199.00,0.93
Aerospace Systems and Mission Design,55-1011.00,0.98
Aviation and Aerospace Science,55-1011.00,0.82
Aviation and Aerospace Management,55-1011.00,0.63
Electrical Engineering,55-1012.00,0.98
Mechanical Engineering Technology,55-1012.00,0.93
Aerospace Systems and Mission Design,55-1012.00,0.86
Business Administration,55-1012.00,0.86
Industrial Design,55-1012.00,0.86
Communication Studies,55-1013.00,0.95
Advanced Manufacturing Operations,55-1013.00,0.75
Advanced Manufacturing Sciences,55-1013.00,0.75
Communication Design,55-1013.00,0.75
Journalism,55-1013.00,0.75
Public Relations,55-1013.00,0.75
Fire and Emergency Response Administration,55-1014.00,0.98
Business Administration,55-1014.00,0.96
Aerospace Systems and Mission Design,55-1014.00,0.83
Aviation and Aerospace Science,55-1014.00,0.83
Criminal Justice and Criminology,55-1014.00,0.83
Operations Management,55-1014.00,0.83
Fire and Emergency Response Administration,55-1015.00,0.98
Computer Information Systems,55-1015.00,0.81
Business Administration,55-1015.00,0.72
Construction Project Management,55-1016.00,0.98
Advanced Manufacturing Operations,55-1016.00,0.83
Business Administration,55-1016.00,0.83
Civil Engineering Technology,55-1016.00,0.83
Operations Management,55-1016.00,0.83
Business Administration,55-1017.00,0.94
Business Intelligence,55-1017.00,0.94
Fire and Emergency Response Administration,55-1017.00,0.94
International Business,55-1017.00,0.94
Operations Management,55-1017.00,0.94
Business Administration,55-1019.00,0.94
Operations Management,55-1019.00,0.94
Accounting,55-1019.00,0.72
Management,55-2011.00,0.90
Special Education,55-2012.00,0.93
Management,55-2012.00,0.80
Business Administration,55-2013.00,0.94
Management,55-2013.00,0.94
Operations Management,55-2013.00,0.94
Aerospace Systems and Mission Design,55-3011.00,0.98
Aviation and Aerospace Science,55-3011.00,0.82
Fire and Emergency Response Administration,55-3011.00,0.73
Electrical Engineering,55-3012.00,0.98
Mechanical Engineering Technology,55-3012.00,0.93
Aerospace Systems and Mission Design,55-3012.00,0.86
Business Administration,55-3012.00,0.86
Communication Studies,55-3013.00,0.98
Advanced Manufacturing Operations,55-3013.00,0.70
Advanced Manufacturing Sciences,55-3013.00,0.70
Fire and Emergency Response Administration,55-3014.00,0.98
Business Administration,55-3014.00,0.96
Aerospace Systems and Mission Design,55-3014.00,0.83
Aviation and Aerospace Science,55-3014.00,0.83
Computer Engineering,55-3014.00,0.83
Computer Information Systems,55-3014.00,0.83
Computer Information Systems,55-3015.00,0.98
Fire and Emergency Response Administration,55-3015.00,0.98
Business Administration,55-3015.00,0.83
Computer Engineering,55-3015.00,0.83
Computer Science,55-3015.00,0.83
Computer Security,55-3015.00,0.83
Fire and Emergency Response Administration,55-3016.00,0.98
Business Administration,55-3016.00,0.83
Operations Management,55-3016.00,0.83
Business Administration,55-3018.00,0.94
Business Intelligence,55-3018.00,0.94
Fire and Emergency Response Administration,55-3018.00,0.94
International Business,55-3018.00,0.94
Operations Management,55-3018.00,0.94
Business Administration,55-3019.00,0.94
Operations Management,55-3019.00,0.94
Accounting,55-3019.00,0.72
